strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,Word Origin,NASB
G3091,Λώτ,"Proper Noun, Indeclinable",Lót,loht,(lote),Lot,[of Hebrew origin (,"lot, Lot's"
G3092,Μαάθ,"Proper Noun, Indeclinable",Maath,mah-ath',(mah-ath'),Maath,[probably of Hebrew origin],Maath
G3093,Μαγαδάν,"Proper Noun, Indeclinable",Magadan,mah-gah-DAN,(mag-dal-ah'),Magdala,[of Chaldee origin],Magadan
G3094,Μαγδαληνή,"Noun, Feminine",Magdaléné,mag-dal-ay-NAY,(mag-dal-ay-nay'),Magdalene,[feminine of a derivative of,Magdalene
G3095,μαγεία,"Noun, Feminine",mageia,mah-GAY-ah,(mag-i'-ah),sorcery,[from,magic arts
G3096,μαγεύω,Verb,mageuó,mag-yoo'-o,(mag-yoo'-o),use sorcery,[from,practicing magic
G3097,μάγος,"Noun, Masculine",magos,MAH-gos,(mag'-os),"sorcerer, wise man",[of foreign origin (,"magi, magician"
G3098,Μαγώγ,"Proper Noun, Indeclinable",Magóg,mah-GOG,(mag-ogue'),Magog,[of Hebrew origin (,Magog
G3099,Μαδιάμ,"Proper Noun, Indeclinable",Madiam,mah-dee-AM,(mad-ee-on'),Madian,[of Hebrew origin (,Midian
G3100,μαθητεύω,Verb,mathéteuó,math-ayt-yoo'-o,(math-ayt-yoo'-o),"be disciple, instruct, teach",[from,"become a disciple, made disciples, make disciples"
G3101,μαθητής,"Noun, Masculine",mathétés,ma-thay-TAYS,(math-ay-tes'),disciple,[from,"disciples, disciple, disciples', pupil"
G3102,μαθητρία,"Noun, Feminine",mathetria,mah-thay-tree'-ah,(math-ay'-tree-ah),disciple,[feminine from,
G3103,Μαθουσαλά,"Proper Noun, Indeclinable",Mathousala,mah-thoo-sah-LAH,(math-oo-sal'-ah),Mathusala,[of Hebrew origin (,
G3104,Μαϊνάν,"Proper Noun, Indeclinable",Mainan,mah-ee-NAHN,(mahee-nan'),Mainan,[probably of Hebrew origin],
G3105,μαίνομαι,Verb,mainomai,MAH-ee-noh-my,(mah'-ee-nom-ahee),be beside self (mad),"[middle voice from a primary mao ""to long for"" through the idea of irrational, insensate craving]","insane, mad"
G3106,μακαρίζω,Verb,makarizó,mah-kah-REE-zo,(mak-ar-id'-zo),"call blessed, count happy",[from,count blessed
G3107,μακάριος,Adjective,makarios,mah-KAH-ree-os,(mak-ar'-ee-os),"blessed, happy(X -ier)",[a prolonged form of the poetical makar (meaning the same)],"blessed, fortunate, happier, happy"
G3108,μακαρισμός,"Noun, Masculine",makarismos,mah-kah-rees-MOS,(mak-ar-is-mos'),blessedness,[from,"blessing, sense of blessing"
G3109,Μακεδονία,"Noun, Feminine",Makedonia,mah-ked-oh-NEE-ah,(mak-ed-on-ee'-ah),Macedonia,[from,Macedonia
G3110,Μακεδών,"Noun, Masculine",Makedón,mah-keh-DON,(mak-ed'-ohn),"of Macedonia, Macedonian",[of uncertain derivation],"Macedonia, Macedonians, Macedonian"
G3111,μακέλλον,"Noun, Neuter",makellon,mah-KEL-lon,(mak'-el-lon),shambles,[of Latin origin (macellum)],meat market
G3112,μακράν,Adverb,makran,mä-krän',(mak-ran'),"(a-)far (off), good (great) way off",[feminine accusative case singular of,"far, far off, distance, far away, long way"
G3113,μακρόθεν,Adverb,makrothen,mä-kro'-then,(mak-roth'-en),"afar off, from far",[adverb from,"distance, far, great distance, some distance away"
G3114,μακροθυμέω,Verb,makrothumeó,mak-roth-oo-MEH-o,(mak-roth-oo-meh'-o),"bear (suffer) long, be longsuffering, have (long) patience, be patient, patiently endure",[from a compound of,"patient, have patience, delay long, patiently waited"
G3115,μακροθυμία,"Noun, Feminine",makrothumia,mak-roth-oo-mee'-ah,(mak-roth-oo-mee'-ah),"longsuffering, patience",[from a compound of,patience
G3116,μακροθυμός,Adverb,makrothumós,mak-roth-oo-MOS,(mak-roth-oo-moce'),patiently,[adverb of a compound of,patiently
G3117,μακρός,Adjective,makros,mä-krós,(mak-ros'),"far, long",[from,"long, distant"
G3118,μακροχρόνιος,Adjective,makrochronios,mak-ro-KHRO-nee-os,(mak-rokh-ron'-ee-os),live long,[from,live long
G3119,μαλακία,"Noun, Feminine",malakia,mah-lah-KEE-ah,(mal-ak-ee'-ah),disease,[from,sickness
G3120,μαλακός,Adjective,malakos,mah-lah-KOS,(mal-ak-os'),"effeminate, soft",[of uncertain affinity],"soft, effeminate"
G3121,Μαλελεήλ,"Proper Noun, Indeclinable",Maleleél,mah-leh-leh-AYL,(mal-el-eh-ale'),Maleleel,[of Hebrew origin (,Mahalaleel
G3122,μάλιστα,"Adverb, Superlative",malista,mä'-lis-tä,(mal'-is-tah),"chiefly, most of all, (e-)specially",[neuter plural of the superlative of an apparently primary adverb mala (very)],especially
G3123,μᾶλλον,Adverb,mallon,MAHL-lon,(mal'-lon),"+ better, X far, (the) more (and more), (so) much (the more), rather",[neuter of the comparative of the same as,"more, rather, instead, all the more, much, still more, especially"
G3124,Μάλχος,"Noun, Masculine",Malchos,MAL-khos,(mal'-khos),Malchus,[of Hebrew origin (,Malchus
G3125,μαμμῆ,"Noun, Feminine",mammé,mam-MAY,(mam'-may),grandmother,"[of natural origin (""mammy"")]",grandmother
G3126,μαμωνᾶς,"Noun, Masculine",mamónas,mah-mo-NAHS,(mam-mo-nas'),mammon,"[of Chaldee origin (confidence, i.e. wealth, personified)]",wealth
G3127,Μαναήν,"Proper Noun, Indeclinable",Manaén,mah-nah-AYN,(man-ah-ane'),Manain,[of uncertain origin],Manaen
G3128,Μανασσῆς,"Noun, Masculine",Manassés,mah-nas-SAYS,(man-as-sace'),Manasses,[of Hebrew origin (,Manasseh
G3129,μανθάνω,Verb,manthanó,man-than'-o,(man-than'-o),"learn, understand","[prolongation from a primary verb, another form of which, matheo, is used as an alternate in certain tenses]","learn, learned, educated, find, learning, receive instruction"
G3130,μανία,"Noun, Feminine",mania,mah-NEE-ah,(man-ee'-ah),(+ make) X mad,[from,mad
G3131,μάννα,Hebrew Form (Indeclinable),manna,MAN-nah,(man'-nah),manna,[of Hebrew origin (,manna
G3132,μαντεύομαι,Verb,manteuomai,man-tyoo'-om-ahee,(mant-yoo'-om-ahee),by soothsaying,[from a derivative of,fortune-telling
G3133,μαραίνω,Verb,marainó,mah-rah'-ee-no,(mar-ah'-ee-no),fade away,[of uncertain affinity],fade away
G3134,μαράνα θά,Aramaic Transliterated Word (Indeclinable),marana tha,mah-rah-nah thah,(mar'-an ath'-ah),Maran-atha,[of Chaldee origin (meaning our Lord has come)],Maranatha
G3135,μαργαρίτης,"Noun, Masculine",margarités,mar-gar-EE-tace,(mar-gar-ee'-tace),pearl,[from margaros (a pearl-oyster)],"pearls, pearl"
G3136,Μάρθα,"Noun, Feminine",Martha,MAR-tha,(mar'-thah),Martha,[probably of Chaldee origin (meaning mistress)],Martha
G3137,Μαρία or Μαριάμ,"Noun, Feminine; Proper Noun, Indeclinable",Maria or Mariam,mah-REE-ah or mah-ree-AHM,(mar-ee'-ah),Mary,[of Hebrew origin (,"Mary, Mary's"
G3138,Μᾶρκος,"Noun, Masculine",Markos,MAR-kos,(mar'-kos),"Marcus, Mark",[of Latin origin],Mark
G3139,μάρμαρος,"Noun, Masculine",marmaros,MAR-ma-ros,(mar'-mar-os),marble,"[from marmairo ""to glisten""]",marble
G3140,μαρτυρέω,Verb,martureó,mar-too-reh'-o,(mar-too-reh'-o),"charge, give (evidence), bear record, have (obtain, of) good (honest) report, be well reported of, testify, give (have) testimony, (be, bear, give, obtain) witness",[from,"testify, testified, testifies, testifying, testimony, well spoken, gained approval"
G3141,μαρτυρία,"Noun, Feminine",marturia,mar-too-REE-ah,(mar-too-ree'-ah),"record, report, testimony, witness",[from,"testimony, reputation, witness"
G3142,μαρτύριον,"Noun, Neuter",marturion,mar-too'-ree-on,(mar-too'-ree-on),"to be testified, testimony, witness",[neuter of a presumed derivative of,"testimony, witness"
G3143,μαρτύρομαι,Verb,marturomai,mar-too'-rom-ahee,(mar-too'-rom-ahee),"take to record, testify",[middle voice from,"testify, affirm, imploring, testifying"
G3144,μάρτυς,"Noun, Masculine",martus,MAR-toos,(mar'-toos),"martyr, record, witness",[of uncertain affinity],"witnesses, witness"
G3145,μασάομαι,Verb,masaomai,mah-SAH-oh-my,(mas-sah'-om-ahee),gnaw,"[from a primary masso ""to handle or squeeze""]",gnawed
G3146,μαστιγόω,Verb,mastigoó,mas-tig-OH-o,(mas-tig-o'-o),scourge,[from,"scourge, scourged, scourges"
G3147,μαστίζω,Verb,mastizó,mas-TID-zo,(mas-tid'-zo),scourge,[from,scourge
G3148,μάστιξ,"Noun, Feminine",mastix,MAS-tix,(mas'-tix),"plague, scourging",[probably from the base of,"affliction, afflictions, scourging, scourgings"
G3149,μαστός,"Noun, Masculine",mastos,mas-TOS,(mas-tos'),pap,[from the base of,"breasts, chest"
G3150,ματαιολογία,"Noun, Feminine",mataiologia,mah-tah-yol-og-ee'-ah,(mat-ah-yol-og-ee'-ah),vain jangling,[from,fruitless discussion
G3151,ματαιολόγος,Adjective,mataiologos,mah-tah-yol'-og-os,(mat-ah-yol-og'-os),vain talker,[from,empty talkers
G3152,μάταιος,Adjective,mataios,MAH-tah-yos,(mat'-ah-yos),"vain, vanity",[from the base of,"worthless, futile, useless, vain things"
G3153,ματαιότης,"Noun, Feminine",mataiotés,mah-tah-yot'-ace,(mat-ah-yot'-ace),vanity,[from,"futility, vanity"
G3154,ματαιόω,Verb,mataioó,mah-tah-ee-OH-o,(mat-ah-yo'-o),become vain,[from,became futile
G3155,μάτην,Adverb,matén,mah-TAYN,(mat'-ane),in vain,[accusative case of a derivative of the base of,vain
G3156,Ματθαῖος,"Noun, Masculine",Matthaios,mat-thah'-yos,(mat-thah'-yos),Matthew,[a shorter form of,
G3157,Ματθάν,"Proper Noun, Indeclinable",Matthan,mat-than',(mat-than'),Matthan,[of Hebrew origin (,Matthan
G3158,Μαθθάτ,"Proper Noun, Indeclinable",Matthat,mat-thät',(mat-that'),Mathat,[probably a shortened form of,Matthat
G3159,Ματθίας,"Noun, Masculine",Matthias,mat-thee'-as,(mat-thee'-as),Matthias,[apparently a shortened form of,
G3160,Ματταθά,"Proper Noun, Indeclinable",Mattatha,mat-tath-AH,(mat-tath-ah'),Mattatha,[probably a shortened form of,Mattatha
G3161,Ματταθίας,"Noun, Masculine",Mattathias,mat-tath-ee'-as,(mat-tath-ee'-as),Mattathias,[of Hebrew origin (,Mattathias
G3162,μάχαιρα,"Noun, Feminine",machaira,MAH-khai-rah,(makh'-ahee-rah),sword,[probably feminine of a presumed derivative of,"sword, swords"
G3163,μάχη,"Noun, Feminine",maché,mah-KHAY,(makh'-ay),"fighting, strive, striving",[from,"conflicts, disputes, quarrels"
G3164,μάχομαι,Verb,machomai,MAH-khoh-my,(makh'-om-ahee),"fight, strive",[middle voice of an apparently primary verb],"argue, fight, fighting together, quarrelsome"
G3165,ἐμέ,Pronoun,me,eh-MEH,(meh),"I, me, my",[a shorter (and probably originally) form of,
G3166,μεγαλαυχέω,Verb,megalaucheó,meg-al-ow-kheh'-o,(meg-al-ow-kheh'-o),boast great things,[from a compound of,
G3167,μεγαλεῖος,Adjective,megaleios,meg-al-i'-os,(meg-al-i'-os),"great things, wonderful works",[from,mighty deeds
G3168,μεγαλειότης,"Noun, Feminine",megaleiotés,meg-al-i-OT-ace,(meg-al-i-ot'-ace),"magnificence, majesty, mighty power",[from,"greatness, magnificence, majesty"
G3169,μεγαλοπρεπές,Adjective,megaloprepés,meg-al-o-pre-PES,(meg-al-op-rep-ace'),excellent,[from,Majestic
G3170,μεγαλύνω,Verb,megalunó,meg-al-oo'-no,(meg-al-oo'-no),"enlarge, magnify, shew great",[from,"Displayed great, enlarged, exalted, exalting, exalts, held in high esteem, high esteem"
G3171,μεγάλος,Adverb,megalós,meh-GAH-los,(meg-al'-oce),greatly,[adverb from,greatly
G3172,μεγαλωσύνη,"Noun, Feminine",megalósuné,meg-al-o-soo'-nay,(meg-al-o-soo'-nay),majesty,[from,Majesty
G3173,μέγας,"Adjective; Adverb, Comparative",megas,MEH-gahs,(meg'-as),"(+ fear) exceedingly, great(-est), high, large, loud, mighty, + (be) sore (afraid), strong, X to years",[a primary word],"great, loud, greater, greatest, large, big, fierce"
G3174,μέγεθος,"Noun, Neuter",megethos,MEG-eh-thos,(meg'-eth-os),greatness,[from,greatness
G3175,μεγιστάν,"Noun, Masculine",megistan,meg-is-TAN,(meg-is-tan'-es),"great men, lords",[plural from,"great men, lords"
G3176,μέγιστος,Adjective,megistos,meg'-is-tos,(meg'-is-tos),exceeding great,[superlative of,magnificent
G3177,μεθερμηνεύω,Verb,metherméneuó,meh-ther-may-NYOO-oh,(meth-er-mane-yoo'-o),(by) interpret(-ation),[from,translated
G3178,μέθη,"Noun, Feminine",methé,meh-thay',(meth'-ay),drunkenness,[apparently a primary word],drunkenness
G3179,μεθίστημι,Verb,methistémi,meh-THIS-tay-mee,(meth-is'-tay-mee),"put out, remove, translate, turn away",[from,"removed, remove, transferred, turned away"
G3180,μεθοδεία,"Noun, Feminine",methodeia,meth-od-i'-ah,(meth-od-i'-ah),"wile, lie in wait",[from a compound of,"schemes, scheming"
G3181,μεθόριον,"Noun, Neuter",methorion,meh-THO-ree-on,(meth-or'-ee-os),border,[from,
G3182,μεθύσκω,Verb,methuskó,meh-THOO-skoh,(meth-oos'-ko),be drunk(-en),[a prolonged (transitive) form of,get drunk
G3183,μέθυσος,"Noun, Masculine",methusos,MEH-thoo-sos,(meth'-oo-sos),drunkard,[from,"drunkard, drunkards"
G3184,μεθύω,Verb,methuó,meh-thoo'-o,(meth-oo'-o),"drink well, make (be) drunk(-en)",[from another form of,"drunk, drunk freely, drunkards, get drunk, made drunk"
G3185,μείζων,"Adverb, Comparative",meizon,MAY-zohn,(mide'-zon),the more,[neuter of,
G3186,μείζοτερος,"Adverb, Superlative",meizoteros,may-ZOT-er-os,(mide-zot'-er-os),greater,[continued comparative of,
G3187,μείζων,Adjective,meizón,may-ZONE,(mide'-zone),"elder, greater(-est), more",[irregular comparative of,
G3188,μέλας,Adjective,melan,MEH-las,(mel'-an),ink,[neuter of,
G3189,μέλας,Adjective,melas,MEH-las,(mel'-as),black,[apparently a primary word],"black, ink"
G3190,Μελεά,"Proper Noun, Indeclinable",Melea,meh-leh-AH,(mel-eh-as'),Meleas,[of uncertain origin],Melea
G3191,μελετάω,Verb,meletaó,meh-leh-TAH-oh,(mel-et-ah'-o),"imagine, (pre-)meditate",[from a presumed derivative of,"devise, take pains"
G3192,μέλι,"Noun, Neuter",meli,MEH-lee,(mel'-ee),honey,[apparently a primary word],honey
G3193,μελίσσιoς,Adjective,melissios,meh-LIS-see-os,(mel-is'-see-os),honeycomb,[from,
G3194,Μελίτη,"Noun, Feminine",Melité,meh-LEE-tay,(mel-ee'-tay),Melita,[of uncertain origin],Malta
G3195,μέλλω,Verb,melló,mel'-lo,(mel'-lo),"about, after that, be (almost), (that which is, things, + which was for) to come, intend, was to (be), mean, mind, be at the point, (be) ready, + return, shall (begin), (which, that) should (after, afterwards, hereafter) tarry, which was for, will, would, be yet",[a strengthened form of,"about, going, come, intending, will, things to come, would"
G3196,μέλος,"Noun, Neuter",melos,MEH-los,(mel'-os),member,[of uncertain affinity],"members, member, parts, part"
G3197,Μελχί,"Proper Noun, Indeclinable",Melchi,MEL-khee,(mel-khee'),Melchi,[of Hebrew origin (,Melchi
G3198,Μελχισεδέκ,"Proper Noun, Indeclinable",Melchisedek,mel-khee-seh-DEK,(mel-khis-ed-ek'),Melchisedec,[of Hebrew origin (,Melchizedek
G3199,μέλω,Verb,meló,meh'-lo,(mel'-o),(take) care,[a primary verb],"concerned, care, defer, cares, worry"
G3200,μεμβράνα,"Noun, Feminine",membrana,mem-BRAH-nah,(mem-bran'-ah),parchment,"[of Latin origin (""membrane"")]",parchments
G3201,μέμφομαι,Verb,memphomai,MEM-foh-my,(mem'-fom-ahee),find fault,[middle voice of an apparently primary verb],"find fault, finding fault"
G3202,μεμψίμοιρος,Adjective,mempsimoiros,mem-psē'-moy-ros,(mem-psim'-oy-ros),complainer,[from a presumed derivative of,finding fault
G3203,,(Not Used),(Not Used),,,,,
G3204,,(Not Used),(Not Used),,,,,
G3205,,(Not Used),(Not Used),,,,,
G3206,,(Not Used),(Not Used),,,,,
G3207,,(Not Used),(Not Used),,,,,
G3208,,(Not Used),(Not Used),,,,,
G3209,,(Not Used),(Not Used),,,,,
G3210,,(Not Used),(Not Used),,,,,
G3211,,(Not Used),(Not Used),,,,,
G3212,,(Not Used),(Not Used),,,,,
G3213,,(Not Used),(Not Used),,,,,
G3214,,(Not Used),(Not Used),,,,,
G3215,,(Not Used),(Not Used),,,,,
G3216,,(Not Used),(Not Used),,,,,
G3217,,(Not Used),(Not Used),,,,,
G3218,,(Not Used),(Not Used),,,,,
G3219,,(Not Used),(Not Used),,,,,
G3220,,(Not Used),(Not Used),,,,,
G3221,,(Not Used),(Not Used),,,,,
G3222,,(Not Used),(Not Used),,,,,
G3223,,(Not Used),(Not Used),,,,,
G3224,,(Not Used),(Not Used),,,,,
G3225,,(Not Used),(Not Used),,,,,
G3226,,(Not Used),(Not Used),,,,,
G3227,,(Not Used),(Not Used),,,,,
G3228,,(Not Used),(Not Used),,,,,
G3229,,(Not Used),(Not Used),,,,,
G3230,,(Not Used),(Not Used),,,,,
G3231,,(Not Used),(Not Used),,,,,
G3232,,(Not Used),(Not Used),,,,,
G3233,,(Not Used),(Not Used),,,,,
G3234,,(Not Used),(Not Used),,,,,
G3235,,(Not Used),(Not Used),,,,,
G3236,,(Not Used),(Not Used),,,,,
G3237,,(Not Used),(Not Used),,,,,
G3238,,(Not Used),(Not Used),,,,,
G3239,,(Not Used),(Not Used),,,,,
G3240,,(Not Used),(Not Used),,,,,
G3241,,(Not Used),(Not Used),,,,,
G3242,,(Not Used),(Not Used),,,,,
G3243,,(Not Used),(Not Used),,,,,
G3244,,(Not Used),(Not Used),,,,,
G3245,,(Not Used),(Not Used),,,,,
G3246,,(Not Used),(Not Used),,,,,
G3247,,(Not Used),(Not Used),,,,,
G3248,,(Not Used),(Not Used),,,,,
G3249,,(Not Used),(Not Used),,,,,
G3250,,(Not Used),(Not Used),,,,,
G3251,,(Not Used),(Not Used),,,,,
G3252,,(Not Used),(Not Used),,,,,
G3253,,(Not Used),(Not Used),,,,,
G3254,,(Not Used),(Not Used),,,,,
G3255,,(Not Used),(Not Used),,,,,
G3256,,(Not Used),(Not Used),,,,,
G3257,,(Not Used),(Not Used),,,,,
G3258,,(Not Used),(Not Used),,,,,
G3259,,(Not Used),(Not Used),,,,,
G3260,,(Not Used),(Not Used),,,,,
G3261,,(Not Used),(Not Used),,,,,
G3262,,(Not Used),(Not Used),,,,,
G3263,,(Not Used),(Not Used),,,,,
G3264,,(Not Used),(Not Used),,,,,
G3265,,(Not Used),(Not Used),,,,,
G3266,,(Not Used),(Not Used),,,,,
G3267,,(Not Used),(Not Used),,,,,
G3268,,(Not Used),(Not Used),,,,,
G3269,,(Not Used),(Not Used),,,,,
G3270,,(Not Used),(Not Used),,,,,
G3271,,(Not Used),(Not Used),,,,,
G3272,,(Not Used),(Not Used),,,,,
G3273,,(Not Used),(Not Used),,,,,
G3274,,(Not Used),(Not Used),,,,,
G3275,,(Not Used),(Not Used),,,,,
G3276,,(Not Used),(Not Used),,,,,
G3277,,(Not Used),(Not Used),,,,,
G3278,,(Not Used),(Not Used),,,,,
G3279,,(Not Used),(Not Used),,,,,
G3280,,(Not Used),(Not Used),,,,,
G3281,,(Not Used),(Not Used),,,,,
G3282,,(Not Used),(Not Used),,,,,
G3283,,(Not Used),(Not Used),,,,,
G3284,,(Not Used),(Not Used),,,,,
G3285,,(Not Used),(Not Used),,,,,
G3286,,(Not Used),(Not Used),,,,,
G3287,,(Not Used),(Not Used),,,,,
G3288,,(Not Used),(Not Used),,,,,
G3289,,(Not Used),(Not Used),,,,,
G3290,,(Not Used),(Not Used),,,,,
G3291,,(Not Used),(Not Used),,,,,
G3292,,(Not Used),(Not Used),,,,,
G3293,,(Not Used),(Not Used),,,,,
G3294,,(Not Used),(Not Used),,,,,
G3295,,(Not Used),(Not Used),,,,,
G3296,,(Not Used),(Not Used),,,,,
G3297,,(Not Used),(Not Used),,,,,
G3298,,(Not Used),(Not Used),,,,,
G3299,,(Not Used),(Not Used),,,,,
G3300,,(Not Used),(Not Used),,,,,
G3301,,(Not Used),(Not Used),,,,,
G3302,,(Not Used),(Not Used),,,,,
G3303,μέν,"Particle, Disjunctive Particle",men,men,(men),"even, indeed, so, some, truly, verily Often compounded with other particles in an intensive or asseverative sense",[a primary particle],
G3304,μενοῦν and μενοῦνγε,"Particle, Disjunctive Particle",menoun and menounge,"meh-NOON, meh-NOON-geh",(men-oon'-geh),"nay but, yea doubtless (rather, verily)",[from,"contrary, indeed, more than"
G3305,μέντοι,Conjunction,mentoi,men'-toy,(men'-toy),"also, but, howbeit, nevertheless, yet",[from,"yet, however, nevertheless"
G3306,μένω,Verb,menó,meh'-no,(men'-o),"abide, continue, dwell, endure, be present, remain, stand, tarry (for), X thine own",[a primary verb],"abides, remain, abide, stay, stayed, remains, remained"
G3307,μερίζω,Verb,merizó,meh-REE-zoh,(mer-id'-zo),"deal, be difference between, distribute, divide, give participle",[from,"divided, apportioned, allotted, assigned, divide"
G3308,μέριμνα,"Noun, Feminine",merimna,MEH-reem-nah,(mer'-im-nah),care,[from,"worries, anxiety, concern, worry"
G3309,μεριμνάω,Verb,merimnaó,mer-im-NAH-oh,(mer-im-nah'-o),"(be, have) care(-ful), take thought",[from,"worry, concerned, worried, anxious, care, have care, worrying"
G3310,μερίς,"Noun, Feminine",meris,meh-REES,(mer-ece'),part (X -akers),[feminine of,"part, common, district, share"
G3311,μερισμός,"Noun, Masculine",merismos,mer-is-MOS,(mer-is-mos'),"dividing asunder, gift",[from,"division, gifts"
G3312,μεριστής,"Noun, Masculine",meristés,mer-is-tace',(mer-is-tace'),divider,[from,arbitrator
G3313,μέρος,"Noun, Neuter",meros,MEH-ros,(mer'-os),"behalf, course, coast, craft, particular (+ -ly), part (+ -ly), piece, portion, respect, side, some sort(-what)","[from an obsolete but more primary form of meiromai ""to get as a section or allotment""]","part, district, parts, place, case, districts, partial"
G3314,μεσημβρία,"Noun, Feminine",mesémbria,meh-sem-BREE-ah,(mes-ame-bree'-ah),"noon, south",[from,"noontime, south"
G3315,μεσιτεύω,Verb,mesiteuó,meh-see-TEH-oo,(mes-it-yoo'-o),confirm,[from,interposed
G3316,μεσίτης,"Noun, Masculine",mesités,meh-SEE-tace,(mes-ee'-tace),mediator,[from,mediator
G3317,μεσονύκτιον,"Noun, Neuter",mesonuktion,meh-so-NOOK-tee-on,(mes-on-ook'-tee-on),midnight,[neuter of compound of,midnight
G3318,Μεσοποταμία,"Noun, Feminine",Mesopotamia,meh-so-po-tah-MEE-ah,(mes-op-ot-am-ee'-ah),Mesopotamia,[from,Mesopotamia
G3319,μέσος,Adjective,mesos,MEH-sos,(mes'-os),"among, X before them, between, + forth, mid(-day, -night), midst, way",[from,"midst, center, middle, among, way, between, two"
G3320,μεσότοιχον,"Noun, Neuter",mesotoichon,meh-SO-toi-khon,(mes-ot'-oy-khon),middle wall,[from,dividing wall
G3321,μεσουράνημα,"Noun, Neuter",mesouranéma,meh-soo-rah'-nay-mah,(mes-oo-ran'-ay-mah),midst of heaven,[from a presumed compound of,midheaven
G3322,μεσόω,Verb,mesoó,me-so'-o,(mes-o'-o),be about the midst,[from,midst
G3323,Μεσσίας,"Noun, Masculine",Messias,mes-see'-as,(mes-see'-as),Messias,[of Hebrew origin (,Messiah
G3324,μεστός,Adjective,mestos,mes-TOS,(mes-tos'),full,[of uncertain derivation],full
G3325,μεστόω,Verb,mestoó,mes-to'-o,(mes-to'-o),fill,[from,full
G3326,μετά,Preposition,meta,meh-tah',(met-ah'),"after(-ward), X that he again, against, among, X and, + follow, hence, hereafter, in, of, (up-)on, + our, X and setting, since, (un-)to, + together, when, with (+ -out) Often used in composition, in substantially the same relations of participation or proximity, and transfer or sequence",[a primary preposition],"after, later, among, against, toward, together, accompanied"
G3327,μεταβαίνω,Verb,metabainó,meh-tah-BYE-no,(met-ab-ah'-ee-no),"depart, go, pass, remove",[from,"departing, leave, move, passed, depart, departed, left"
G3328,μεταβάλλω,Verb,metaballó,meh-tah-BAL-lo,(met-ab-al'-lo),change mind,[from,changed their minds
G3329,μεταγώ,Verb,metagó,meh-tah-GO,(met-ag'-o),turn about,[from,"direct, directed"
G3330,μεταδίδωμι,Verb,metadidómi,meh-tah-DEE-doh-mee,(met-ad-id'-o-mee),"give, impart",[from,"impart, share, gives"
G3331,μετάθεσις,"Noun, Feminine",metathesis,meh-TAH-theh-sis,(met-ath'-es-is),"change, removing, translation",[from,"being taken, change, removing"
G3332,μεταίρω,Verb,metairó,meh-TIE-ro,(met-ah'-ee-ro),depart,[from,departed
G3333,μετακαλέω,Verb,metakaleó,meh-tah-kah-LEH-oh,(met-ak-al-eh'-o),"call (for, hither)",[from,"called, invite, invited, summon"
G3334,μετακινέω,Verb,metakineó,meh-tah-kee-NEH-oh,(met-ak-ee-neh'-o),move away,[from,moved away
G3335,μεταλαμβάνω,Verb,metalambanó,meh-tah-lam-BAH-no,(met-al-am-ban'-o),"eat, have, be partaker, receive, take",[from,"take, find, receive his share, receives, share, taking together"
G3336,μετάλημψις,"Noun, Feminine",metalémpsis,meh-tah-LEM-psis,(met-al'-ape-sis),taking,[from,shared
G3337,μεταλλάσσω,Verb,metallassó,met-al-las'-so,(met-al-las'-so),change,[from,exchanged
G3338,μεταμέλομαι,Verb,metamelomai,meh-tah-MEH-loh-my,(met-am-el'-lom-ahee),repent (self),[from,"regret, change his mind, feel remorse, felt remorse, regretted"
G3339,μεταμορφόω,Verb,metamorphoó,meh-tah-mor-FOH-oh,(met-am-or-fo'-o),"change, transfigure, transform",[from,"transfigured, transformed"
G3340,μετανοέω,Verb,metanoeó,meh-tah-no-EH-oh,(met-an-o-eh'-o),repent,[from,"repent, repented, repents"
G3341,μετάνοια,"Noun, Feminine",metanoia,meh-tah'-noy-ah,(met-an'-oy-ah),repentance,[from,repentance
G3342,μεταξύ,Adverb,metaxu,meh-tah-XOO,(met-ax-oo'),"between, mean while, next",[from,"between, alternately, Meanwhile, next"
G3343,μεταπέμπω,Verb,metapempó,meh-tah-PEM-po,(met-ap-emp'-o),call (send) for,[from,"sent, send, brought, brought here"
G3344,μεταστρέφω,Verb,metastrephó,meh-tah-STREF-oh,(met-as-tref'-o),"pervert, turn",[from,"distort, turned"
G3345,μετασχηματίζω,Verb,metaschématizó,meh-tas-khay-mat-ID-zo,(met-askh-ay-mat-id'-zo),"transfer, transform (self)",[from,"disguise, disguises, disguising, figuratively applied, transform"
G3346,μετατίθημι,Verb,metatithemi,meh-tah-TITH-ay-mee,(met-at-ith'-ay-mee),"carry over, change, remove, translate, turn",[from,
G3347,μετέπειτα,Adverb,metepeita,meh-teh'-pi-tah,(met-ep'-i-tah),afterward,[from,afterwards
G3348,μετέχω,Verb,metechó,meh-TEKH-o,(met-ekh'-o),"be partaker, pertain, take part, use",[from,"partake, belongs, partakes, partook, share, sharing"
G3349,μετεωρίζω,Verb,meteórizó,met-eh-o-RID-zo,(met-eh-o-rid'-zo),be of doubtful mind,[from a compound of,worrying
G3350,μετοικεσία,"Noun, Feminine",metoikesia,meh-toy-kay-SEE-ah,(met-oy-kes-ee'-ah),"X brought, carried(-ying) away (in-)to",[from a derivative of a compound of,deportation
G3351,μετοικίζω,Verb,metoikizó,meh-toy-KEE-zo,(met-oy-kid'-zo),"carry away, remove into",[from a compound of,"move, remove"
